ID Number,Preferred Pronouns,Current Grade Level,Program,First Paying Job,Know employee,Applied Before,Comfortable speaking to crowd,Uncomfortable with,Extra activities,Commit Summer,Commit Weekday,Hear about source,Application Year,Current Age,Rejected,EECode,EarnHours,EarnRate,EarnAmount,Dist Position Desc,Year,Month
1488.0,masculine,11.0,other,0,0,0,1.0,invertebrates,1,yes,yes,friend,2022,,0,1488.0,13.91,13.0,180.83,WILD Steward,2022.0,12.0
,masculine,9.0,other,0,0,0,1.0,none,1,yes,yes,other,2022,,1,,,,,,,
,masculine,10.0,other,0,0,0,1.0,none,1,unsure,unsure,other,2022,,1,,,,,,,
,masculine,10.0,other,1,0,0,1.0,none,1,unsure,unsure,school,2022,,1,,,,,,,
1487.0,feminine,11.0,other,0,1,0,1.0,none,0,yes,yes,friend,2022,,0,1487.0,5.5,13.0,71.5,WILD Steward,2022.0,4.0
1487.0,feminine,11.0,other,0,1,0,1.0,none,0,yes,yes,friend,2022,,0,1487.0,12.69,13.0,164.97,WILD Steward,2022.0,5.0
1487.0,feminine,11.0,other,0,1,0,1.0,none,0,yes,yes,friend,2022,,0,1487.0,84.63,13.0,1100.19,WILD Steward,2022.0,6.0
1487.0,feminine,11.0,other,0,1,0,1.0,none,0,yes,yes,friend,2022,,0,1487.0,56.0,0.0,0.0,WILD Steward,2022.0,6.0
1487.0,feminine,11.0,other,0,1,0,1.0,none,0,yes,yes,friend,2022,,0,1487.0,88.44,13.0,1149.72,WILD Steward,2022.0,7.0
1487.0,feminine,11.0,other,0,1,0,1.0,none,0,yes,yes,friend,2022,,0,1487.0,65.0,13.0,845.0,WILD Steward,2022.0,8.0
1487.0,feminine,11.0,other,0,1,0,1.0,none,0,yes,yes,friend,2022,,0,1487.0,18.8,13.0,244.4,WILD Steward,2022.0,9.0
1487.0,feminine,11.0,other,0,1,0,1.0,none,0,yes,yes,friend,2022,,0,1487.0,38.55,13.0,501.15,WILD Steward,2022.0,10.0
1487.0,feminine,11.0,other,0,1,0,1.0,none,0,yes,yes,friend,2022,,0,1487.0,16.01,13.0,208.13,WILD Steward,2022.0,11.0
1487.0,feminine,11.0,other,0,1,0,1.0,none,0,yes,yes,friend,2022,,0,1487.0,31.82,13.0,413.66,WILD Steward,2022.0,12.0
,neutral,9.0,other,1,1,0,1.0,none,1,yes,yes,friend,2022,,1,,,,,,,
1476.0,masculine,10.0,other,1,0,0,1.0,none,0,yes,yes,other,2022,,0,1476.0,5.5,13.0,71.5,WILD Steward,2022.0,4.0
1476.0,masculine,10.0,other,1,0,0,1.0,none,0,yes,yes,other,2022,,0,1476.0,20.9,13.0,271.7,WILD Steward,2022.0,5.0
1476.0,masculine,10.0,other,1,0,0,1.0,none,0,yes,yes,other,2022,,0,1476.0,114.03,13.0,1482.39,WILD Steward,2022.0,6.0
1476.0,masculine,10.0,other,1,0,0,1.0,none,0,yes,yes,other,2022,,0,1476.0,76.6,13.0,995.8,WILD Steward,2022.0,7.0
1476.0,masculine,10.0,other,1,0,0,1.0,none,0,yes,yes,other,2022,,0,1476.0,68.02,13.0,884.2600000000001,WILD Steward,2022.0,8.0
1476.0,masculine,10.0,other,1,0,0,1.0,none,0,yes,yes,other,2022,,0,1476.0,20.04,13.0,260.52,WILD Steward,2022.0,9.0
1476.0,masculine,10.0,other,1,0,0,1.0,none,0,yes,yes,other,2022,,0,1476.0,18.33,13.0,238.29,WILD Steward,2022.0,10.0
1476.0,masculine,10.0,other,1,0,0,1.0,none,0,yes,yes,other,2022,,0,1476.0,21.37,13.0,277.81,WILD Steward,2022.0,11.0
1476.0,masculine,10.0,other,1,0,0,1.0,none,0,yes,yes,other,2022,,0,1476.0,45.44,13.0,590.72,WILD Steward,2022.0,12.0
1479.0,feminine,10.0,other,1,0,0,1.0,invertebrates,1,yes,yes,other,2022,,0,1479.0,5.5,13.0,71.5,WILD Steward,2022.0,4.0
1479.0,feminine,10.0,other,1,0,0,1.0,invertebrates,1,yes,yes,other,2022,,0,1479.0,21.18,13.0,275.34,WILD Steward,2022.0,5.0
1479.0,feminine,10.0,other,1,0,0,1.0,invertebrates,1,yes,yes,other,2022,,0,1479.0,111.9,13.0,1454.7,WILD Steward,2022.0,6.0
1479.0,feminine,10.0,other,1,0,0,1.0,invertebrates,1,yes,yes,other,2022,,0,1479.0,16.0,0.0,0.0,WILD Steward,2022.0,6.0
1479.0,feminine,10.0,other,1,0,0,1.0,invertebrates,1,yes,yes,other,2022,,0,1479.0,94.25,13.0,1225.25,WILD Steward,2022.0,7.0
1479.0,feminine,10.0,other,1,0,0,1.0,invertebrates,1,yes,yes,other,2022,,0,1479.0,32.0,0.0,0.0,WILD Steward,2022.0,7.0
1479.0,feminine,10.0,other,1,0,0,1.0,invertebrates,1,yes,yes,other,2022,,0,1479.0,62.87,13.0,817.31,WILD Steward,2022.0,8.0
1479.0,feminine,10.0,other,1,0,0,1.0,invertebrates,1,yes,yes,other,2022,,0,1479.0,8.0,0.0,0.0,WILD Steward,2022.0,8.0
1479.0,feminine,10.0,other,1,0,0,1.0,invertebrates,1,yes,yes,other,2022,,0,1479.0,24.39,13.0,317.07,WILD Steward,2022.0,9.0
1479.0,feminine,10.0,other,1,0,0,1.0,invertebrates,1,yes,yes,other,2022,,0,1479.0,16.0,0.0,0.0,WILD Steward,2022.0,10.0
1479.0,feminine,10.0,other,1,0,0,1.0,invertebrates,1,yes,yes,other,2022,,0,1479.0,23.29,13.0,302.77,WILD Steward,2022.0,10.0
1479.0,feminine,10.0,other,1,0,0,1.0,invertebrates,1,yes,yes,other,2022,,0,1479.0,4.13,13.0,53.69,WILD Steward,2022.0,11.0
1479.0,feminine,10.0,other,1,0,0,1.0,invertebrates,1,yes,yes,other,2022,,0,1479.0,34.54,13.0,449.02,WILD Steward,2022.0,11.0
1479.0,feminine,10.0,other,1,0,0,1.0,invertebrates,1,yes,yes,other,2022,,0,1479.0,28.09,13.0,365.17,WILD Steward,2022.0,12.0
,masculine,9.0,zoocamp,1,0,1,1.0,none,1,yes,yes,social media,2022,,1,,,,,,,
,masculine,10.0,other,1,0,1,1.0,none,1,yes,yes,school,2022,,1,,,,,,,
,feminine,10.0,other,1,1,0,1.0,none,1,unsure,yes,friend,2022,,1,,,,,,,
,feminine,10.0,other,0,0,1,1.0,none,1,unsure,yes,school,2022,,1,,,,,,,
,masculine,10.0,other,1,0,0,1.0,invertebrates,1,yes,yes,other,2022,,1,,,,,,,
,feminine,11.0,other,0,0,0,1.0,none,1,yes,yes,school,2022,,1,,,,,,,
1483.0,feminine,9.0,other,1,1,0,1.0,none,0,yes,yes,friend,2022,,0,1483.0,5.5,13.0,71.5,WILD Steward,2022.0,4.0
1483.0,feminine,9.0,other,1,1,0,1.0,none,0,yes,yes,friend,2022,,0,1483.0,20.9,13.0,271.7,WILD Steward,2022.0,5.0
1483.0,feminine,9.0,other,1,1,0,1.0,none,0,yes,yes,friend,2022,,0,1483.0,32.0,0.0,0.0,WILD Steward,2022.0,6.0
1483.0,feminine,9.0,other,1,1,0,1.0,none,0,yes,yes,friend,2022,,0,1483.0,104.51,13.0,1358.63,WILD Steward,2022.0,6.0
1483.0,feminine,9.0,other,1,1,0,1.0,none,0,yes,yes,friend,2022,,0,1483.0,0.53,19.5,10.34,WILD Steward,2022.0,6.0
1483.0,feminine,9.0,other,1,1,0,1.0,none,0,yes,yes,friend,2022,,0,1483.0,71.95,13.0,935.35,WILD Steward,2022.0,7.0
1483.0,feminine,9.0,other,1,1,0,1.0,none,0,yes,yes,friend,2022,,0,1483.0,41.28,13.0,536.64,WILD Steward,2022.0,8.0
1483.0,feminine,9.0,other,1,1,0,1.0,none,0,yes,yes,friend,2022,,0,1483.0,14.12,13.0,183.56,WILD Steward,2022.0,9.0
1483.0,feminine,9.0,other,1,1,0,1.0,none,0,yes,yes,friend,2022,,0,1483.0,24.51,13.0,318.63,WILD Steward,2022.0,10.0
1483.0,feminine,9.0,other,1,1,0,1.0,none,0,yes,yes,friend,2022,,0,1483.0,23.36,13.0,303.68,WILD Steward,2022.0,11.0
1483.0,feminine,9.0,other,1,1,0,1.0,none,0,yes,yes,friend,2022,,0,1483.0,55.83,13.0,725.7900000000001,WILD Steward,2022.0,12.0
1477.0,feminine,10.0,other,1,0,0,1.0,reptiles,1,yes,yes,other,2022,,0,1477.0,5.5,13.0,71.5,WILD Steward,2022.0,4.0
1477.0,feminine,10.0,other,1,0,0,1.0,reptiles,1,yes,yes,other,2022,,0,1477.0,14.35,13.0,186.55,WILD Steward,2022.0,5.0
1477.0,feminine,10.0,other,1,0,0,1.0,reptiles,1,yes,yes,other,2022,,0,1477.0,8.0,0.0,0.0,WILD Steward,2022.0,5.0
1477.0,feminine,10.0,other,1,0,0,1.0,reptiles,1,yes,yes,other,2022,,0,1477.0,128.68,13.0,1672.84,WILD Steward,2022.0,6.0
1477.0,feminine,10.0,other,1,0,0,1.0,reptiles,1,yes,yes,other,2022,,0,1477.0,138.2,13.0,1796.6,WILD Steward,2022.0,7.0
1477.0,feminine,10.0,other,1,0,0,1.0,reptiles,1,yes,yes,other,2022,,0,1477.0,75.51,13.0,981.63,WILD Steward,2022.0,8.0
1477.0,feminine,10.0,other,1,0,0,1.0,reptiles,1,yes,yes,other,2022,,0,1477.0,27.89,13.0,362.57,WILD Steward,2022.0,9.0
1477.0,feminine,10.0,other,1,0,0,1.0,reptiles,1,yes,yes,other,2022,,0,1477.0,30.33,13.0,394.29,WILD Steward,2022.0,10.0
1477.0,feminine,10.0,other,1,0,0,1.0,reptiles,1,yes,yes,other,2022,,0,1477.0,34.71,13.0,451.23,WILD Steward,2022.0,11.0
1477.0,feminine,10.0,other,1,0,0,1.0,reptiles,1,yes,yes,other,2022,,0,1477.0,54.84,13.0,712.9199999999998,WILD Steward,2022.0,12.0
1486.0,masculine,9.0,other,1,1,0,1.0,none,1,unsure,yes,friend,2022,,0,1486.0,5.5,13.0,71.5,WILD Steward,2022.0,4.0
1486.0,masculine,9.0,other,1,1,0,1.0,none,1,unsure,yes,friend,2022,,0,1486.0,21.0,13.0,273.0,WILD Steward,2022.0,5.0
1486.0,masculine,9.0,other,1,1,0,1.0,none,1,unsure,yes,friend,2022,,0,1486.0,107.64,13.0,1399.32,WILD Steward,2022.0,6.0
1486.0,masculine,9.0,other,1,1,0,1.0,none,1,unsure,yes,friend,2022,,0,1486.0,51.81,13.0,673.53,WILD Steward,2022.0,7.0
1486.0,masculine,9.0,other,1,1,0,1.0,none,1,unsure,yes,friend,2022,,0,1486.0,27.75,13.0,360.75,WILD Steward,2022.0,8.0
1486.0,masculine,9.0,other,1,1,0,1.0,none,1,unsure,yes,friend,2022,,0,1486.0,21.26,13.0,276.38,WILD Steward,2022.0,9.0
1486.0,masculine,9.0,other,1,1,0,1.0,none,1,unsure,yes,friend,2022,,0,1486.0,24.92,13.0,323.96,WILD Steward,2022.0,10.0
1486.0,masculine,9.0,other,1,1,0,1.0,none,1,unsure,yes,friend,2022,,0,1486.0,7.05,13.0,91.65,WILD Steward,2022.0,11.0
1486.0,masculine,9.0,other,1,1,0,1.0,none,1,unsure,yes,friend,2022,,0,1486.0,13.98,13.65,190.83,WILD Steward,2022.0,11.0
1486.0,masculine,9.0,other,1,1,0,1.0,none,1,unsure,yes,friend,2022,,0,1486.0,14.25,13.65,194.52,WILD Steward,2022.0,12.0
1481.0,feminine,9.0,other,1,1,0,1.0,reptiles,1,yes,yes,friend,2022,,0,1481.0,5.5,13.0,71.5,WILD Steward,2022.0,4.0
1481.0,feminine,9.0,other,1,1,0,1.0,reptiles,1,yes,yes,friend,2022,,0,1481.0,6.82,13.0,88.66,WILD Steward,2022.0,5.0
1481.0,feminine,9.0,other,1,1,0,1.0,reptiles,1,yes,yes,friend,2022,,0,1481.0,98.86,13.0,1285.18,WILD Steward,2022.0,6.0
1481.0,feminine,9.0,other,1,1,0,1.0,reptiles,1,yes,yes,friend,2022,,0,1481.0,32.0,0.0,0.0,WILD Steward,2022.0,6.0
1481.0,feminine,9.0,other,1,1,0,1.0,reptiles,1,yes,yes,friend,2022,,0,1481.0,108.74,13.0,1413.62,WILD Steward,2022.0,7.0
1481.0,feminine,9.0,other,1,1,0,1.0,reptiles,1,yes,yes,friend,2022,,0,1481.0,64.12,13.0,833.5600000000001,WILD Steward,2022.0,8.0
1481.0,feminine,9.0,other,1,1,0,1.0,reptiles,1,yes,yes,friend,2022,,0,1481.0,23.37,13.0,303.81,WILD Steward,2022.0,9.0
1481.0,feminine,9.0,other,1,1,0,1.0,reptiles,1,yes,yes,friend,2022,,0,1481.0,16.51,13.0,214.63,WILD Steward,2022.0,10.0
1481.0,feminine,9.0,other,1,1,0,1.0,reptiles,1,yes,yes,friend,2022,,0,1481.0,8.0,0.0,0.0,WILD Steward,2022.0,10.0
1481.0,feminine,9.0,other,1,1,0,1.0,reptiles,1,yes,yes,friend,2022,,0,1481.0,4.87,13.0,63.31,WILD Steward,2022.0,11.0
1481.0,feminine,9.0,other,1,1,0,1.0,reptiles,1,yes,yes,friend,2022,,0,1481.0,26.8,13.0,348.4,WILD Steward,2022.0,11.0
1481.0,feminine,9.0,other,1,1,0,1.0,reptiles,1,yes,yes,friend,2022,,0,1481.0,10.21,13.0,132.73,WILD Steward,2022.0,12.0
,,9.0,other,1,0,0,1.0,invertebrates,1,unsure,yes,other,2022,,1,,,,,,,
,feminine,9.0,other,1,0,0,1.0,none,0,yes,yes,school,2022,,1,,,,,,,
1490.0,feminine,9.0,other,1,0,0,1.0,mammals,1,yes,yes,social media,2022,,0,1490.0,5.5,13.0,71.5,WILD Steward,2022.0,4.0
1490.0,feminine,9.0,other,1,0,0,1.0,mammals,1,yes,yes,social media,2022,,0,1490.0,21.0,13.0,273.0,WILD Steward,2022.0,5.0
1490.0,feminine,9.0,other,1,0,0,1.0,mammals,1,yes,yes,social media,2022,,0,1490.0,114.78,13.0,1492.14,WILD Steward,2022.0,6.0
1490.0,feminine,9.0,other,1,0,0,1.0,mammals,1,yes,yes,social media,2022,,0,1490.0,87.2,13.0,1133.6,WILD Steward,2022.0,7.0
1490.0,feminine,9.0,other,1,0,0,1.0,mammals,1,yes,yes,social media,2022,,0,1490.0,54.13,13.0,703.69,WILD Steward,2022.0,8.0
1490.0,feminine,9.0,other,1,0,0,1.0,mammals,1,yes,yes,social media,2022,,0,1490.0,27.86,13.0,362.18,WILD Steward,2022.0,9.0
1490.0,feminine,9.0,other,1,0,0,1.0,mammals,1,yes,yes,social media,2022,,0,1490.0,17.87,13.0,232.31,WILD Steward,2022.0,10.0
1490.0,feminine,9.0,other,1,0,0,1.0,mammals,1,yes,yes,social media,2022,,0,1490.0,7.28,13.0,94.64,WILD Steward,2022.0,11.0
,feminine,8.0,other,1,1,0,1.0,invertebrates,1,yes,unsure,friend,2022,,1,,,,,,,
,feminine,8.0,other,1,0,0,1.0,invertebrates,1,yes,yes,friend,2022,,1,,,,,,,
,feminine,8.0,other,1,0,0,1.0,none,1,yes,yes,friend,2022,,1,,,,,,,
1478.0,feminine,9.0,other,1,0,0,1.0,none,1,yes,yes,social media,2022,,0,1478.0,5.5,13.0,71.5,WILD Steward,2022.0,4.0
1478.0,feminine,9.0,other,1,0,0,1.0,none,1,yes,yes,social media,2022,,0,1478.0,21.0,13.0,273.0,WILD Steward,2022.0,5.0
1478.0,feminine,9.0,other,1,0,0,1.0,none,1,yes,yes,social media,2022,,0,1478.0,124.44,13.0,1617.72,WILD Steward,2022.0,6.0
1478.0,feminine,9.0,other,1,0,0,1.0,none,1,yes,yes,social media,2022,,0,1478.0,126.24,13.0,1641.12,WILD Steward,2022.0,7.0
1478.0,feminine,9.0,other,1,0,0,1.0,none,1,yes,yes,social media,2022,,0,1478.0,65.78,13.0,855.14,WILD Steward,2022.0,8.0
1478.0,feminine,9.0,other,1,0,0,1.0,none,1,yes,yes,social media,2022,,0,1478.0,13.92,13.0,180.96,WILD Steward,2022.0,9.0
1478.0,feminine,9.0,other,1,0,0,1.0,none,1,yes,yes,social media,2022,,0,1478.0,17.71,13.0,230.23,WILD Steward,2022.0,10.0
1478.0,feminine,9.0,other,1,0,0,1.0,none,1,yes,yes,social media,2022,,0,1478.0,13.68,13.0,177.84,WILD Steward,2022.0,11.0
1478.0,feminine,9.0,other,1,0,0,1.0,none,1,yes,yes,social media,2022,,0,1478.0,27.06,13.0,351.78,WILD Steward,2022.0,12.0
1488.0,masculine,11.0,other,0,0,1,1.0,none,0,yes,yes,other,2022,,0,1488.0,5.5,13.0,71.5,WILD Steward,2022.0,4.0
1488.0,masculine,11.0,other,0,0,1,1.0,none,0,yes,yes,other,2022,,0,1488.0,20.86,13.0,271.18,WILD Steward,2022.0,5.0
1488.0,masculine,11.0,other,0,0,1,1.0,none,0,yes,yes,other,2022,,0,1488.0,136.29,13.0,1771.77,WILD Steward,2022.0,6.0
1488.0,masculine,11.0,other,0,0,1,1.0,none,0,yes,yes,other,2022,,0,1488.0,120.68,13.0,1568.84,WILD Steward,2022.0,7.0
1488.0,masculine,11.0,other,0,0,1,1.0,none,0,yes,yes,other,2022,,0,1488.0,69.85,13.0,908.05,WILD Steward,2022.0,8.0
1488.0,masculine,11.0,other,0,0,1,1.0,none,0,yes,yes,other,2022,,0,1488.0,20.76,13.0,269.88,WILD Steward,2022.0,9.0
1488.0,masculine,11.0,other,0,0,1,1.0,none,0,yes,yes,other,2022,,0,1488.0,14.2,13.0,184.6,WILD Steward,2022.0,10.0
1488.0,masculine,11.0,other,0,0,1,1.0,none,0,yes,yes,other,2022,,0,1488.0,7.07,13.0,91.91,WILD Steward,2022.0,11.0
1488.0,masculine,11.0,other,0,0,1,1.0,none,0,yes,yes,other,2022,,0,1488.0,13.91,13.0,180.83,WILD Steward,2022.0,12.0
,feminine,11.0,other,0,0,0,1.0,birds,1,yes,yes,school,2022,,1,,,,,,,
,feminine,12.0,other,0,0,0,1.0,mammals,0,yes,yes,school,2022,,1,,,,,,,
,,11.0,other,1,0,0,1.0,none,1,yes,yes,school,2022,,1,,,,,,,
,masculine,10.0,other,1,0,0,1.0,none,1,yes,yes,school,2022,,1,,,,,,,
,feminine,8.0,other,1,0,0,1.0,invertebrates,1,unsure,unsure,friend,2022,,1,,,,,,,
,feminine,11.0,other,0,0,0,1.0,reptiles,1,yes,unsure,school,2022,,1,,,,,,,
,feminine,8.0,other,0,0,0,1.0,none,0,yes,yes,family,2022,,1,,,,,,,
,feminine,12.0,other,0,0,0,0.0,invertebrates,0,unsure,yes,friend,2022,,1,,,,,,,
,masculine,8.0,other,1,0,0,1.0,none,0,unsure,yes,friend,2022,,1,,,,,,,
,feminine,9.0,other,1,0,1,1.0,birds,1,yes,yes,school,2022,,1,,,,,,,
,feminine,12.0,other,1,0,0,0.0,birds,0,yes,yes,friend,2022,,1,,,,,,,
,feminine,12.0,other,1,0,0,1.0,invertebrates,1,unsure,unsure,friend,2022,,1,,,,,,,
,feminine,10.0,other,0,0,0,1.0,none,1,yes,yes,school,2022,,1,,,,,,,
,feminine,10.0,other,1,0,0,1.0,invertebrates,0,yes,yes,school,2022,,1,,,,,,,
,feminine,9.0,other,0,0,0,1.0,invertebrates,0,yes,yes,friend,2022,,1,,,,,,,
,masculine,12.0,other,0,1,0,1.0,invertebrates,0,yes,yes,friend,2022,,1,,,,,,,
,masculine,10.0,other,1,0,0,1.0,none,1,yes,yes,school,2022,,1,,,,,,,
,feminine,9.0,other,1,1,0,1.0,none,0,yes,yes,school,2022,,1,,,,,,,
,feminine,9.0,other,1,1,0,1.0,none,0,yes,yes,school,2022,,1,,,,,,,
,feminine,11.0,homeschool,1,0,0,1.0,mammals,1,yes,yes,school,2022,,1,,,,,,,
,feminine,10.0,other,1,0,0,1.0,mammals,0,yes,yes,school,2022,,1,,,,,,,
,feminine,9.0,other,1,1,0,1.0,none,0,yes,yes,school,2022,,1,,,,,,,
,feminine,11.0,other,1,0,1,1.0,mammals,1,yes,yes,school,2022,,1,,,,,,,
,feminine,10.0,other,1,0,0,1.0,mammals,0,yes,yes,school,2022,,1,,,,,,,
,neutral,11.0,other,1,0,0,1.0,invertebrates,1,yes,yes,school,2022,,1,,,,,,,
,feminine,9.0,other,1,0,0,1.0,none,0,yes,yes,school,2022,,1,,,,,,,
,masculine,9.0,other,1,0,0,1.0,mammals,0,yes,yes,school,2022,,1,,,,,,,
1485.0,feminine,11.0,other,0,0,0,1.0,none,0,yes,yes,school,2022,,0,1485.0,5.5,13.0,71.5,WILD Steward,2022.0,4.0
1485.0,feminine,11.0,other,0,0,0,1.0,none,0,yes,yes,school,2022,,0,1485.0,21.82,13.0,283.66,WILD Steward,2022.0,5.0
1485.0,feminine,11.0,other,0,0,0,1.0,none,0,yes,yes,school,2022,,0,1485.0,96.34,13.0,1252.42,WILD Steward,2022.0,6.0
1485.0,feminine,11.0,other,0,0,0,1.0,none,0,yes,yes,school,2022,,0,1485.0,131.58,13.0,1710.54,WILD Steward,2022.0,7.0
1485.0,feminine,11.0,other,0,0,0,1.0,none,0,yes,yes,school,2022,,0,1485.0,66.81,13.0,868.53,WILD Steward,2022.0,8.0
1485.0,feminine,11.0,other,0,0,0,1.0,none,0,yes,yes,school,2022,,0,1485.0,21.17,13.0,275.21,WILD Steward,2022.0,9.0
1485.0,feminine,11.0,other,0,0,0,1.0,none,0,yes,yes,school,2022,,0,1485.0,33.44,13.0,434.72,WILD Steward,2022.0,10.0
1485.0,feminine,11.0,other,0,0,0,1.0,none,0,yes,yes,school,2022,,0,1485.0,28.55,13.0,371.15,WILD Steward,2022.0,11.0
1485.0,feminine,11.0,other,0,0,0,1.0,none,0,yes,yes,school,2022,,0,1485.0,64.63,13.0,840.1899999999999,WILD Steward,2022.0,12.0
,feminine,9.0,other,1,1,0,1.0,none,0,yes,yes,school,2022,,1,,,,,,,
1478.0,feminine,9.0,other,1,0,0,1.0,none,0,yes,yes,friend,2022,,0,1478.0,5.5,13.0,71.5,WILD Steward,2022.0,4.0
1478.0,feminine,9.0,other,1,0,0,1.0,none,0,yes,yes,friend,2022,,0,1478.0,21.0,13.0,273.0,WILD Steward,2022.0,5.0
1478.0,feminine,9.0,other,1,0,0,1.0,none,0,yes,yes,friend,2022,,0,1478.0,124.44,13.0,1617.72,WILD Steward,2022.0,6.0
1478.0,feminine,9.0,other,1,0,0,1.0,none,0,yes,yes,friend,2022,,0,1478.0,126.24,13.0,1641.12,WILD Steward,2022.0,7.0
1478.0,feminine,9.0,other,1,0,0,1.0,none,0,yes,yes,friend,2022,,0,1478.0,65.78,13.0,855.14,WILD Steward,2022.0,8.0
1478.0,feminine,9.0,other,1,0,0,1.0,none,0,yes,yes,friend,2022,,0,1478.0,13.92,13.0,180.96,WILD Steward,2022.0,9.0
1478.0,feminine,9.0,other,1,0,0,1.0,none,0,yes,yes,friend,2022,,0,1478.0,17.71,13.0,230.23,WILD Steward,2022.0,10.0
1478.0,feminine,9.0,other,1,0,0,1.0,none,0,yes,yes,friend,2022,,0,1478.0,13.68,13.0,177.84,WILD Steward,2022.0,11.0
1478.0,feminine,9.0,other,1,0,0,1.0,none,0,yes,yes,friend,2022,,0,1478.0,27.06,13.0,351.78,WILD Steward,2022.0,12.0
,feminine,9.0,other,1,0,0,1.0,none,1,yes,yes,school,2022,,1,,,,,,,
,feminine,10.0,other,1,0,0,1.0,invertebrates,0,yes,yes,social media,2022,,1,,,,,,,
1475.0,feminine,9.0,other,1,0,0,1.0,invertebrates,1,yes,yes,school,2022,,0,1475.0,5.5,13.0,71.5,WILD Steward,2022.0,4.0
1475.0,feminine,9.0,other,1,0,0,1.0,invertebrates,1,yes,yes,school,2022,,0,1475.0,20.98,13.0,272.74,WILD Steward,2022.0,5.0
1475.0,feminine,9.0,other,1,0,0,1.0,invertebrates,1,yes,yes,school,2022,,0,1475.0,123.56,13.0,1606.28,WILD Steward,2022.0,6.0
1475.0,feminine,9.0,other,1,0,0,1.0,invertebrates,1,yes,yes,school,2022,,0,1475.0,118.68,13.0,1542.84,WILD Steward,2022.0,7.0
1475.0,feminine,9.0,other,1,0,0,1.0,invertebrates,1,yes,yes,school,2022,,0,1475.0,8.0,0.0,0.0,WILD Steward,2022.0,7.0
1475.0,feminine,9.0,other,1,0,0,1.0,invertebrates,1,yes,yes,school,2022,,0,1475.0,74.03,13.0,962.3900000000002,WILD Steward,2022.0,8.0
